Hospital,Billing Amount
Group Washington,116773.61921440437
Smith-Marshall,116716.47698387584
Bates Ltd,116659.3169983252
Ltd Weber,116612.84255976704
Rodriguez-Miller,116604.32954527838
Lucas Inc,116551.52012430843
PLC Soto,116453.64067608333
LLC Lucas,116438.21617348278
Garrett Ltd,116283.03540260538
Sons and Garcia,116278.12778850313
Ltd Mcclure,116262.42416596021
Hughes PLC,116247.33546317159
Stevenson LLC,116217.50439799445
Miller-Thomas,116139.78184085488
Ltd Webb,116107.87805405268
Torres Inc,116050.441608627
Young-Johnson,115844.86109815203
Sons Taylor and,115747.31729890931
LLC Robertson,115735.20312371633
Ltd Walker,115580.94457412054
Lewis-Foster,115508.94654510784
Lawrence LLC,115473.09562336354
Nelson Ltd,115463.74855669535
Group Hill,115459.97254454077
Hall-Smith,115412.19966067266
Edwards Ltd,115384.70215166565
and Sons Rogers,115321.5582249847
Williams-Wilson,115291.09015052872
Burch PLC,115209.26696235166
Ward Ltd,115202.22761714694
Quinn LLC,115183.90302420143
Inc Hardy,115103.69555806107
Ltd Salas,114932.52942776853
Group Evans,114769.43960957347
Adams and Sons,114675.83624248755
Bryant LLC,114605.4625349388
Inc Morrow,114483.1196064367
Sons and Walker,114407.91670276818
Ltd Salazar,114346.77863354003
Smith-Brown,114266.25547743164
LLC Barrera,114236.09809616658
Freeman Inc,114226.47071138135
Woods Group,114137.10456334209
PLC Sanchez,113943.41462563523
Collins LLC,113869.5227137503
Martin-Nguyen,113853.66862611452
Wood Ltd,113792.60297695905
and Sons Knight,113786.81197310954
PLC Cox,113772.83355266624
Hall Sons and,113659.41630957447
James PLC,113654.32126441006
Baldwin Inc,113562.48369299556
Inc Pierce,113492.07065804464
Graham-Lloyd,113448.24215590859
Aguirre LLC,113423.27046245066
Gonzalez PLC,113348.71906364584
Ellis PLC,113327.31977714616
LLC Ramirez,113322.22203186754
Williams-Leonard,113270.76564379831
Inc Rivas,113259.82360524697
Jones-Lopez,113257.26765469738
Gill Ltd,113234.78457282556
PLC Hanson,113203.49355746192
Inc Mullen,113163.55368974032
Reynolds Inc,113102.8143987262
Christian Inc,112838.69629644959
Allison Ltd,112797.30973502636
Lozano Ltd,112739.88025198065
Ltd Sims,112689.91887393157
LLC Wood,112658.55927431528
Brown Sons and,112574.22623129115
PLC Barnes,112560.89866645972
Jones-Johnson,112441.9501360454
LLC Hardin,112414.36082074864
PLC Pitts,112412.47004632224
Inc Rangel,112103.65855775148
Graham Group,112085.34640824422
Ltd Mckenzie,111954.73921119378
Ltd Gates,111939.13049581216
Nelson and Sons,111902.12956802596
Callahan PLC,111895.44280207048
Perez LLC,111791.08516229276
and Sons Bell,111777.33655603303
Davidson LLC,111686.99855531703
LLC Thomas,111656.00391326143
Sons Gonzalez and,111636.97858641158
Group Flores,111610.89556721706
PLC Woods,111610.80772575799
Davis-Alexander,111556.58385395264
Miller-Young,111533.31283898195
Cruz Ltd,111490.16316188195
Ltd Cox,111418.81261588127
Tyler PLC,111389.79456144091
PLC Hart,111316.91251934244
and Nguyen Sons,111184.32865121763
Lucas Ltd,111152.7440272092
Scott Ltd,111148.22572559534
Simmons Ltd,111028.3474295646
Patterson Ltd,110966.98550589877
White-Thompson,110929.5555425592
Ford PLC,110856.12933898272
Bell LLC,110836.78237454378
Whitaker-Wright,110544.98568510535
Group Snyder,110412.83773929447
and Sons Garcia,110408.14101297333
Harper Inc,110396.03372738088
Torres Group,110361.34082132169
Ltd Hardy,110322.88087011591
Group Medina,110281.07935611691
Perez PLC,110209.81223394294
Hunt Ltd,110095.93755951502
Phillips Group,110078.85837610619
Ltd Castillo,110055.8754198361
Suarez Group,110044.48205728328
Ltd James,110037.04770212948
Aguirre Ltd,109983.76363991303
Bailey-Jones,109908.44622138835
Ltd Adams,109704.3498133482
LLC Cooper,109693.63161326706
PLC Armstrong,109631.28577356777
and Sons Scott,109579.19868465007
Ltd Sherman,109462.48397375278
Inc Reed,109433.95614820872
Brown-Bell,109385.58335637726
Fisher PLC,109352.82059738858
and Sons Walker,109326.00250591856
Ramos LLC,109196.52871963457
Thomas-Smith,108956.89782902494
LLC Cook,108953.43656287965
Sullivan Group,108809.21108931972
James Inc,108807.75155853532
Morgan LLC,108803.03217266509
Group Dyer,108727.53330638436
Tucker PLC,108485.59466174539
Johnson-Brown,108398.0698041962
Holland Inc,108297.05306480126
Sullivan-Thomas,108288.76372053752
Bell PLC,108094.62695784293
LLC Myers,108067.70323792346
PLC Torres,108001.44675223557
Hurst PLC,107991.08021587101
Inc Green,107988.15429306151
George PLC,107922.95076173046
Hunter PLC,107917.77079981432
Ruiz LLC,107860.0786603905
Inc Daniels,107848.63641471983
Walsh PLC,107794.30995145292
Ltd Rogers,107754.53892013848
Sullivan Ltd,107681.95972890749
and Murphy Sons,107664.88190862091
Reed Sons and,107477.72681862119
Inc Baker,107414.67094300732
Group Lee,107349.30256446263
Reynolds-Brown,107347.6166089705
Alexander Group,107306.39924354025
PLC Schwartz,107260.66384775894
Bush LLC,107176.99367315424
Henderson PLC,107114.67394537714
Group Lucero,107054.7231656331
Hall-Johnson,107032.5890872684
LLC Roman,107016.82526198548
Kennedy Ltd,107014.41964289855
Marshall PLC,106936.10357707951
Inc Bell,106915.5159535426
and Evans Sons,106645.09372352855
Turner PLC,106616.27006922715
Sons and Rodriguez,106605.01561548968
Schmidt-Thomas,106544.20179564797
Medina PLC,106509.49601761953
Johnson-Cox,106431.21569074888
Inc Schmidt,106331.70173235744
Inc Perry,106308.13297934085
Ltd Burke,106193.63938212901
Sons and Prince,106192.64293761637
Group Harper,106070.28515994834
Hughes LLC,106047.765985045
Ltd Hawkins,105985.56627664514
Ltd Bryant,105979.76843953517
Smith-Obrien,105912.95846354848
Group Roberts,105888.56588820484
PLC Gordon,105826.98306138592
Ltd Lin,105748.39092170818
King PLC,105716.11573278056
Richardson Inc,105689.58958328812
LLC Patterson,105632.92028353018
Camacho LLC,105609.88960438762
Cook-Johnson,105570.85350181503
Osborne Group,105547.2000603397
Navarro Group,105480.90633849526
Ltd Warren,105464.86133965348
Garcia-Davis,105368.78263244721
Flores-Garcia,105348.32328344842
Sons and Morton,105293.03170129808
PLC Aguilar,105167.87155838976
Wells LLC,105126.94315700176
Sherman Inc,105121.96278127033
and Brown Sons,105093.0754712994
Ltd Stewart,105084.02513211261
Sons Kelly and,105014.3400551025
Camacho PLC,104994.771238244
Group Barnett,104919.27397331712
LLC Harper,104882.57775904551
Sons and Lee,104821.16735252304
and Gutierrez Sons,104804.48355404267
Smith-Griffin,104760.29305310766
Hernandez-Morton,104746.06474848367
Martin-Rosario,104709.97596726156
Thompson-Rodriguez,104616.016067005
Vasquez Group,104601.96329798052
Ltd Garner,104590.6039002251
Ltd Hunt,104565.72222907798
Ltd Tran,104489.61023420669
Walker-Garcia,104340.07370711282
Sutton LLC,104299.95564563971
Jimenez Inc,104278.23336612682
Ltd Evans,103983.37058314538
"and Small Stephens Harrington,",103951.93627053262
Payne LLC,103872.40599379277
Inc Simon,103842.1503230805
Group Cooper,103813.6208585077
PLC Kelly,103675.15055984151
Brown-Brown,103611.8563468195
Pollard Ltd,103591.7239814584
Murphy-Garcia,103535.06261562134
Cook PLC,103509.10972226736
Gutierrez Inc,103443.57210075573
and Sons Lewis,103397.4756326201
Howard Ltd,103376.3864789528
Mendoza Group,103366.57782452062
Young-Lee,103327.25435050945
LLC Ross,103255.61556527446
Group Hudson,103243.11763118401
Peterson Group,103198.62552520864
Curry Sons and,103143.35686983936
Stevens PLC,103030.62185722037
PLC Ward,102823.87696504347
Newman LLC,102783.98611785231
Cole PLC,102735.822863079
PLC Harrell,102660.27176504408
Burns LLC,102642.42618851113
Mendez-Rodriguez,102576.12745730008
Vincent-Hernandez,102561.98589142092
Group Hughes,102515.15341373459
PLC Duran,102450.19185010786
Jefferson Ltd,102401.58194401508
"Douglas Evans, and Simpson",102400.32064172512
PLC Alexander,102358.13269856214
Chang Group,102320.90016614704
and Thompson Sons,102276.30699707233
PLC Hughes,102250.97320064717
Meyers Ltd,102235.17397404193
Group Lawson,102195.0057159321
Bell-Zimmerman,102173.31747652046
Romero-Santos,102151.04197183903
and Curry Sons,102093.13107813148
Inc Long,102018.89459718928
Martin-Jones,101963.88903568564
Vasquez PLC,101933.16301274076
Chapman PLC,101904.3897393417
Ortiz PLC,101886.32500477514
Graves and Sons,101874.50066547394
Hill Sons and,101862.58682077465
Sons and Owens,101859.20161088528
Rowland Inc,101806.70442120972
Gonzales and Sons,101736.82600137437
Wiggins Inc,101730.64875256104
Edwards-Hendrix,101604.17863603173
Group Cannon,101557.46188250289
King-Garza,101510.93173502907
Ltd Diaz,101498.62582675811
and Taylor Sons,101489.37743342442
Mcbride-Mccullough,101447.540363625
Sons and Allen,101433.73464828024
Sanchez-Brown,101361.9157383919
"and Hicks, Walker Jordan",101307.34188997718
Brown and Sons,101291.14207095712
"Ramirez and Castro, Fitzpatrick",101244.45178622824
Phillips-Reed,101226.6892196347
Sharp LLC,101094.82246993373
Armstrong PLC,101064.28132420822
Padilla Sons and,101058.42780361604
"Yu and Mckenzie Lucas,",101053.42570924957
Hernandez-Rhodes,101011.62594355545
Sons and Sanchez,100987.41328578789
Walsh Ltd,100963.96799661465
PLC Valdez,100949.73141244182
Davis-Bates,100883.25739421399
Fisher Ltd,100873.46660968322
Snyder Ltd,100856.94820978177
"Stone, Ingram and Deleon",100810.08130390549
Medina-Palmer,100808.56420791327
Conley-Wood,100756.60112433381
Sons Sanchez and,100611.27945684736
and Sons Bond,100599.17185267179
Lloyd Ltd,100548.6057635049
Burke Group,100495.67302931228
Roberts-Smith,100493.03746030664
Sanchez-Johnson,100491.06226197873
Group Graham,100456.02079128922
Inc Fields,100424.25729490233
Ltd Butler,100398.17758116018
Gordon Ltd,100379.59683493842
Allen-Gray,100378.46473638067
Ltd Robertson,100313.23291795053
Sons Clark and,100278.72399904125
"Peters, Simpson Patel and",100274.27222255932
Murphy Sons and,100245.15098548486
PLC Marsh,100174.1811674172
Woods Ltd,100172.16540538956
Moody PLC,100137.63790247255
Sons and Cook,100133.6205237077
Tucker Ltd,100073.30984409034
Rodriguez-Burke,100022.46887406858
Ruiz Inc,99991.33947214764
"Williams, and Clay Jefferson",99983.89310865948
LLC Perry,99919.97932000102
Ltd Green,99901.40836507386
Tran-Johnson,99888.68344862228
Nguyen-Tran,99877.20718279036
Miller-Garza,99853.41107425503
Sons White and,99851.87811377418
"Wilson, and Delgado Nelson",99843.69217353838
Gamble-Curry,99806.72355508718
Inc Wilkinson,99798.64442238153
PLC Watson,99751.38760955966
Ford-Castro,99732.15521369955
"Jackson Carrillo, and Sims",99729.3913721983
Young and Sons,99706.6207606004
"Zimmerman Bishop and Bush,",99685.14720867398
Herman LLC,99658.80771764906
Group Baker,99642.70904279182
"Powell and Wilson Hopkins,",99634.13309883962
Parker-Brown,99578.97855385984
Ltd Grant,99566.0850700062
Norton-Brown,99507.29525936145
Ltd Sandoval,99484.093618088
Brewer and Sons,99482.47300952749
Aguilar-Martinez,99470.62801208677
"Lynch Lopez, and Hall",99462.54506348749
Jones-Baker,99453.28308816232
"and Holmes Fowler, Davis",99446.93629684203
Ltd Huff,99445.2652047856
PLC Olson,99414.63040493014
Bryant-Ball,99404.68605653725
"Moore, Munoz and Dunlap",99403.71395558819
Jones-Gray,99376.83288732663
Sons and Murphy,99370.74472634705
"Chaney Smith and Gibson,",99336.0114608057
Inc Henry,99309.8481217094
Edwards-Cole,99243.65035069491
Holt-Rangel,99204.76723881828
Singh-Reyes,99193.29395160096
Robinson Ltd,99192.68013710096
"Kane and Sandoval, Hall",99174.93650979246
Knox Ltd,99173.22007042434
LLC Moon,99144.22132562434
"Goodwin Austin, Rocha and",99143.55011151067
Zimmerman Ltd,99137.89283143342
Mendez Inc,99093.66297070729
Cole Group,99079.38403330972
Graham-Woodard,99025.3648613961
LLC Hopkins,98972.22165451146
Peterson-Ortiz,98919.2455026856
"Murillo Shelton and Smith,",98894.56188009593
Garcia-Hughes,98868.3178794327
Ruiz PLC,98796.13468891173
Ali-Byrd,98768.36592122402
LLC Maldonado,98762.14227283452
Roberts Group,98743.95442653929
"Shaw, and Moses James",98720.48310297108
"Jackson, Brock and White",98705.75305563478
Orr Sons and,98674.44338242913
"Thomas and Thomas, Mcmahon",98606.30579441882
Knapp LLC,98599.27314424387
Goodwin Group,98519.47978433679
and Sons Ortiz,98481.08985653469
"Taylor Hammond and Hernandez,",98466.85754576401
Group Macdonald,98455.51463009688
Mcdonald Inc,98445.66442300892
"and Hartman, Miller Brown",98439.57849312999
and Davis Sons,98368.80049999821
Smith-Reed,98348.1571707275
"Wilson and Mcdowell Shah,",98342.26475335466
"Hall and Flores, Campbell",98338.4853389467
Group Zuniga,98333.04741829833
Williams-Edwards,98312.69406734014
and Sons Wright,98286.05964472158
and Lee Sons,98282.41031722387
"Mora Lawson and Haynes,",98278.1603223816
LLC Horton,98241.80051129914
"Larson and Golden Bowman,",98234.58267417626
"Mccarthy and Dawson Anderson,",98211.51910614964
"Patterson and Hall, Kidd",98191.41851303221
"Boyd Sullivan, Burgess and",98170.54048724835
Ltd Nolan,98169.27355660539
"Flores Contreras, and Green",98147.85360521084
Group Holmes,98123.46797350729
Powell-Campbell,98112.65042516442
Spencer LLC,98100.26888712586
Sons Jimenez and,98096.08622585819
"Woodard, and Reyes Burton",98059.77146536102
Cunningham LLC,98021.41681284997
Inc Soto,98006.97357222103
"and Marquez Silva Smith,",97991.96118331439
Group Oliver,97984.81357228904
Acevedo Ltd,97984.28987547696
Foster-Hamilton,97949.459296989
"Turner Bradford and Allison,",97930.35160557076
"Cooper and Neal, Combs",97916.36231609817
Ford-Brady,97913.3700805324
and Sons Mendez,97898.6087054635
Sullivan-Gibson,97858.30005224777
Parker-Todd,97833.69546044589
Alvarez-Vargas,97829.28739675286
"Ramos, and Blanchard Church",97813.47626738179
LLC Garner,97787.02066386378
"and Morrison Wright, Mcfarland",97765.79049222592
Miller-Harris,97760.60440109344
"Watson, and Santiago Davidson",97752.93087254761
Cruz Group,97750.81077181833
"Hernandez Padilla, and Green",97703.76319924546
Keller-Glenn,97674.65820452997
Miller-Alexander,97667.34094012484
Reed LLC,97666.89485559112
Lawson LLC,97663.83045536022
"Higgins Sherman, and Walton",97662.89654241275
"and Decker Schmitt, Thompson",97653.43745297797
PLC Norton,97636.48282151639
Inc Meadows,97624.193629076
Group Bryant,97592.75713868844
"Rocha Reed, Brown and",97584.34805868632
"Stanley, and Acosta Noble",97560.51713887278
Odom-Oneal,97550.09137656291
"Wiggins Vasquez and Edwards,",97527.58502683544
"Lopez and Carter Thomas,",97527.00521349316
Ltd Vincent,97512.36992945684
Baker Group,97478.55550233925
King-Guerrero,97442.2626681662
and Sons Jackson,97436.11822396083
Jordan Group,97420.38048618466
"Houston and Valencia, Matthews",97403.87303916943
Ltd Gomez,97382.14519270485
Peters Inc,97369.75845754004
"Smith, and Thomas Gonzalez",97356.67036436465
Hall-Medina,97348.44631814926
Contreras Inc,97346.94317355806
"Clark and Green, Dyer",97339.7125680417
"Hopkins and Neal Logan,",97329.75808126346
Sons Little and,97278.5793402191
Martin-May,97261.26277263089
Price PLC,97259.69199792799
Bryan LLC,97245.98695407614
Davis-Neal,97215.89247108297
Warren-King,97189.76722059168
Inc Sanchez,97146.07196923507
"Smith Simmons and Stewart,",97134.49528223001
Park Ltd,97127.21784056214
"Bell, and Rodriguez Gutierrez",97117.76655210422
Perez-Smith,97085.7478194817
"Williams Watson, and Little",97039.87091532617
"Pitts Thompson, Kaiser and",97033.8293989779
Rogers Group,97021.61488488775
Hatfield-Miller,97017.19941615444
Group Knight,96994.11584545427
"Scott Robinson Wilcox, and",96993.00028747479
Fernandez-Christian,96991.92592549283
"and White Leon, Jones",96983.73146731398
Carpenter-Harmon,96977.82365196513
"Mathews and Guzman Miranda,",96976.34059311579
Phillips-Davis,96962.84940936192
Edwards-Garcia,96946.24919747675
"Willis Thomas, and Ramos",96937.36516959811
LLC Orozco,96926.03850794048
Smith-Miller,96915.68857171942
Group Watson,96915.53354500176
Walters-Walker,96879.45559962644
Graham LLC,96872.73315343978
Garcia and Sons,96861.43451704847
Aguirre-Pennington,96854.31164432547
Dalton-Davis,96842.75668414118
"and English Sanders, Wilcox",96827.5497646893
"Horn and Wilson, Patton",96826.57010231142
Roberts PLC,96809.00335003922
LLC Atkins,96774.09305896945
"Vega Durham Morrison, and",96755.86281559335
Ramirez-Robinson,96739.00128614204
Blanchard PLC,96729.40507289402
"Ryan, Brown Evans and",96668.48509800612
Nelson-Cooke,96654.09856554214
Perkins-Kelly,96630.61803564464
and Sons Lloyd,96610.83381488288
"and Martin, Davidson Cox",96548.69725462668
and Wang Sons,96542.1527481902
Blair-Perez,96541.92031039722
Marquez-Mueller,96517.7471423353
LLC Bartlett,96508.5891422854
Lane PLC,96490.52026439174
and Sons Davis,96485.93127051217
Avila-Fischer,96477.11180786057
"and Horne, Shaw Brown",96468.11910384262
Jennings Group,96467.02392207977
Thornton-Anderson,96460.41761706398
"Mendoza, Meyer and Massey",96449.08813699985
Edwards-Patel,96414.11538522423
"Clark Jones and Hanson,",96408.74063945193
Nichols Ltd,96398.77050952474
Benjamin-Stewart,96367.77390103905
"and Holland Watkins Copeland,",96365.43617832154
"and Davis Bates, Jones",96340.56432211622
Ltd Poole,96321.40703477254
Wallace Group,96317.58238402038
Owens Inc,96307.9931781154
Flores and Sons,96238.79090741643
PLC Hull,96237.31432684927
Hernandez-Cunningham,96231.44142281343
Group Farley,96206.8662794147
Wilson-Bennett,96198.31922134051
"Edwards Gibson Wheeler, and",96195.22233155345
Myers LLC,96182.34313968432
Johnson-Lawson,96182.24355270286
Austin Inc,96167.45162823933
and Sons Rodriguez,96140.92072020187
"Carlson Wright, Valenzuela and",96140.37024449142
Moore-Johnson,96129.16750556424
Ltd Zamora,96119.7137018723
Conner Inc,96108.88241760616
White-Phillips,96082.45457517313
Lopez-Greene,96076.34073612044
Mendoza-Burton,96074.48149525688
"Ruiz Williams and Cohen,",96036.36171367893
"Buck, Cunningham Miller and",96018.13790428558
Myers-Lewis,96005.62679742197
Morse-Johnson,96003.24636429323
Sullivan-Graham,95977.69841893582
Miles LLC,95973.67849164411
